id,label
test_126.wav,sleepy
test_212.wav,uncomfortable
test_163.wav,uncomfortable
test_198.wav,hug
test_171.wav,sleepy
test_83.wav,hug
test_58.wav,sleepy
test_225.wav,awake
test_79.wav,uncomfortable
test_201.wav,hug
test_168.wav,hug
test_204.wav,sleepy
test_215.wav,sleepy
test_147.wav,diaper
test_56.wav,uncomfortable
test_203.wav,uncomfortable
test_99.wav,hungry
test_112.wav,awake
test_142.wav,hug
test_209.wav,uncomfortable
test_148.wav,hungry
test_20.wav,sleepy
test_226.wav,hug
test_115.wav,hug
test_146.wav,uncomfortable
test_221.wav,sleepy
test_40.wav,hug
test_36.wav,sleepy
test_136.wav,hungry
test_96.wav,sleepy
test_43.wav,sleepy
test_162.wav,sleepy
test_57.wav,hungry
test_103.wav,hungry
test_188.wav,hungry
test_158.wav,sleepy
test_166.wav,uncomfortable
test_19.wav,hungry
test_29.wav,hungry
test_33.wav,hug
test_177.wav,hug
test_34.wav,uncomfortable
test_69.wav,hungry
test_222.wav,hungry
test_16.wav,hungry
test_102.wav,hug
test_211.wav,hungry
test_173.wav,sleepy
test_161.wav,sleepy
test_135.wav,diaper
test_21.wav,hug
test_169.wav,hug
test_123.wav,hungry
test_196.wav,uncomfortable
test_75.wav,hungry
test_80.wav,hungry
test_185.wav,awake
test_125.wav,sleepy
test_51.wav,hug
test_156.wav,hungry
test_89.wav,uncomfortable
test_55.wav,awake
test_117.wav,hungry
test_150.wav,hug
test_92.wav,sleepy
test_192.wav,hug
test_141.wav,sleepy
test_190.wav,hungry
test_165.wav,hug
test_197.wav,hug
test_189.wav,sleepy
test_110.wav,diaper
test_219.wav,hug
test_100.wav,sleepy
test_172.wav,hug
test_151.wav,hungry
test_45.wav,sleepy
test_217.wav,hungry
test_194.wav,sleepy
test_77.wav,awake
test_9.wav,hug
test_84.wav,sleepy
test_17.wav,hungry
test_95.wav,awake
test_10.wav,sleepy
test_12.wav,sleepy
test_227.wav,hungry
test_61.wav,awake
test_27.wav,hug
test_73.wav,awake
test_214.wav,hug
test_68.wav,sleepy
test_122.wav,hug
test_176.wav,sleepy
test_64.wav,hungry
test_49.wav,diaper
test_11.wav,hungry
test_98.wav,hug
test_206.wav,uncomfortable
test_143.wav,awake
test_6.wav,hug
test_54.wav,sleepy
test_101.wav,hug
test_15.wav,hungry
test_82.wav,hug
test_46.wav,awake
test_67.wav,hug
test_105.wav,hungry
test_195.wav,awake
test_7.wav,hungry
test_62.wav,sleepy
test_199.wav,awake
test_153.wav,uncomfortable
test_224.wav,hungry
test_1.wav,uncomfortable
test_130.wav,awake
test_53.wav,hug
test_207.wav,awake
test_157.wav,hungry
test_50.wav,hug
test_223.wav,hungry
test_71.wav,sleepy
test_106.wav,hug
test_208.wav,diaper
test_39.wav,hug
test_205.wav,hug
test_137.wav,hungry
test_94.wav,sleepy
test_133.wav,awake
test_180.wav,hug
test_0.wav,hug
test_76.wav,hug
test_35.wav,hungry
test_145.wav,hungry
test_218.wav,hug
test_63.wav,diaper
test_28.wav,sleepy
test_85.wav,hungry
test_23.wav,hungry
test_47.wav,awake
test_210.wav,awake
test_149.wav,sleepy
test_193.wav,uncomfortable
test_178.wav,sleepy
test_113.wav,hug
test_72.wav,hug
test_159.wav,hungry
test_120.wav,hungry
test_200.wav,sleepy
test_152.wav,hug
test_138.wav,hug
test_14.wav,hug
test_104.wav,sleepy
test_202.wav,awake
test_42.wav,hug
test_107.wav,sleepy
test_108.wav,sleepy
test_65.wav,hungry
test_13.wav,hug
test_22.wav,hungry
test_183.wav,hungry
test_90.wav,hungry
test_26.wav,hungry
test_2.wav,hug
test_175.wav,hug
test_134.wav,sleepy
test_37.wav,awake
test_97.wav,awake
test_93.wav,uncomfortable
test_41.wav,uncomfortable
test_160.wav,hungry
test_129.wav,hungry
test_59.wav,awake
test_70.wav,awake
test_8.wav,hungry
test_109.wav,hungry
test_5.wav,sleepy
test_182.wav,hungry
test_170.wav,sleepy
test_81.wav,sleepy
test_164.wav,uncomfortable
test_186.wav,sleepy
test_119.wav,hungry
test_31.wav,uncomfortable
test_114.wav,uncomfortable
test_216.wav,hungry
test_139.wav,hungry
test_3.wav,hug
test_32.wav,sleepy
test_38.wav,awake
test_191.wav,awake
test_128.wav,sleepy
test_91.wav,awake
test_25.wav,hug
test_140.wav,sleepy
test_167.wav,diaper
test_127.wav,uncomfortable
test_174.wav,awake
test_181.wav,hungry
test_4.wav,hug
test_155.wav,awake
test_74.wav,hug
test_44.wav,uncomfortable
test_124.wav,hug
test_52.wav,hungry
test_154.wav,hungry
test_116.wav,sleepy
test_18.wav,hungry
test_88.wav,sleepy
test_86.wav,awake
test_121.wav,diaper
test_131.wav,hug
test_60.wav,uncomfortable
test_220.wav,awake
test_48.wav,sleepy
test_78.wav,hug
test_118.wav,uncomfortable
test_24.wav,hug
test_30.wav,sleepy
test_184.wav,hungry
test_187.wav,sleepy
test_87.wav,diaper
test_132.wav,hug
test_66.wav,hungry
test_144.wav,hungry
test_179.wav,awake
test_213.wav,hungry
test_111.wav,hug
